-0.0117854-1.56125e-17j -0.00476045-0.000168851j 0.000720185-0.000243547j -0.0148588+0.0017155j 0.00432807+0.000252437j -0.00358235-0.0023066j -0.0217262+0.00167638j 0.00199685-0.000210221j 0.0101199-0.00245476j 0.0124583+0.00104409j 0.0138715+0.00264818j -0.0219406+0.00178599j -0.0343754+0.00123827j 0.000266981-0.00375797j 0.00021818+0.00164054j 0.0126608-0.000880911j -0.0129832+0.000694804j -0.00724026-0.00134059j -0.0195359+0.00124138j 0.010896+0.00160457j 0.000160141+0.000662927j 0.00769387-6.95447e-05j 0.0185424-0.00243161j 0.00661086+0.00221808j -0.00451118+0.0002121j -0.0232284-0.000317594j 0.0149367+0.000230501j -0.00344375+0.00040992j 0.00653137-0.00345449j 0.00514684+0.000463396j 0.00239753-0.000926865j 0.00484125-0.000285059j 0.00187039-0.00197554j -0.0115236-0.000250006j -0.00949325+0.000744303j -0.00198918+0.00109575j 0.00290218+0.00168302j -0.00946082+0.000430672j -0.00112919+0.000250562j 0.00341691+0.000824491j 0.00868516-0.00139017j -0.011646+0.00085513j 0.00800035-0.00019972j 0.00355714+0.000303181j -0.00744306+0.00344676j -0.00200325+0.000634596j 0.000825744-0.00408273j -0.00491148+0.000747757j 0.00675379-6.55989e-05j 0.0086642+0.000589682j -0.0133536-0.000152934j -0.00260197-5.80559e-05j -0.0113638+0.000641438j -0.00100391-0.000696135j -0.0164185+0.00013424j -0.000400196+0.00291988j -0.00159161+0.00252274j -0.00937586+0.000661861j 0.0114982-0.00118184j 0.00774516-0.00130928j 0.00926349-0.00210525j 0.000704218-0.00136352j -0.0126103+0.0010901j 0.00922064-0.00542121j -0.00796526+0.00133486j 0.0157987-0.000814973j 0.0280675-0.00224118j 0.00175595+0.00164446j -0.00844338+0.0047991j -0.0219623-0.00242004j -0.0267412+0.000355131j -0.00394644+0.00272114j -0.0250199+0.00803353j 0.0154897+0.000221613j -0.0226464+0.00163246j 0.0153281-0.00118777j 0.0400507-0.00236393j -0.0377675-0.00273136j 0.0482535+0.0164599j 0.1155-0.0161107j 0.0360225-0.00872155j 0.0775302+0.0073706j -0.0188539+0.014168j -0.0604127+0.000544965j -0.0153802-0.000400412j -0.0104045+0.0060812j 0.0275442+0.0031751j 0.0290136-0.00425416j 0.00343609+0.00935274j -0.0489117-0.00191703j 0.000540216-0.000259078j -0.0629963-0.00905979j 
-0.00451118-0.0002121j -0.00469093+0.000764293j -0.0114241-0.000357549j 0.00433832+0.00384749j 0.0252519+0.00149805j -0.0253421+0.000759619j 0.00305788+0.00120361j -0.0370149+0.00128049j -0.0162121-0.00352758j 0.0250168+0.000524708j 0.0179828-0.00150217j -0.0104821-0.0038575j -0.0440039+0.00302313j -0.00194565-0.000952501j 0.0369656-0.000143392j -0.0213107-0.00218296j 0.000460565-0.00248327j 0.0131701+0.00230983j 0.00604487+0.00103018j 0.0463159+0.00273039j 0.0322788+0.00139538j -0.0107414-0.000121192j 0.0145309-8.84207e-05j 0.00536879-0.00157998j 0.001314+5.66821e-16j 0.00434352+0.00366493j -0.00210123-0.00123615j 0.0384482+0.00170756j -0.0455977-0.000294049j 0.0160932-0.000354747j 0.00123967+0.000523871j -0.0338818+0.00342156j -0.0213944+0.000636396j -0.0535559+0.00254579j -0.00978002+0.00323008j -0.00573557-0.00258836j 0.0646807-0.00214725j 0.0164757-0.00030145j 0.00696625-0.000732916j 0.0308299-0.00228953j 0.0510954-0.00274807j -0.046021+0.00788054j 0.0755906+0.0017597j -0.103267+0.00355542j 0.0324721-0.0120612j -0.0677783-0.00948311j 0.00624941-0.0562956j 0.0454817+0.00492303j 0.0373786-0.00566502j -0.0242472-0.00219088j 0.0522895+0.00314018j 0.0403745-3.65029e-05j -0.0522215+0.00169188j 0.0256694-0.00215829j 0.0690136+0.00178234j -0.0240029-0.00460687j -0.16294-0.000518652j -0.106598+0.00217979j 0.027782-0.00317648j 0.0326983+0.00169764j 0.0671788+0.00258437j 0.0683208+0.000569737j 0.0630256+0.00265878j -0.0335076+0.00313211j -0.0155713-0.00160808j 0.0764868+0.00446124j -0.0557924-0.00204519j -0.347181+0.00414259j -0.221563-0.00638908j -0.0255626+0.000539232j 0.119168+0.0017033j -0.127831+0.00305062j 0.00865413-0.00132507j -0.0662947+0.00231442j 0.0145872+0.00234591j 0.011769-0.00669531j -0.0788159-0.00396041j 0.0175712-0.00296206j 0.0763074-0.00335418j 0.0332063+0.000326269j -0.0193249-0.00134681j -0.0294428-0.0037047j -0.0131208+0.000273551j 0.0425884-0.00331793j 0.0120688+0.000116013j 0.0536814+0.00544563j -0.0506879+0.00569108j -0.07184+0.00502893j 0.0175937+0.00555184j -0.0381764+0.0060589j -0.00122708-0.000824458j -0.00175595-0.00164446j 
-0.0232284+0.000317594j 0.0106238+0.00325678j 0.00361602-0.000543118j 0.0158457+2.20255e-05j 0.0163283+0.000677977j 0.000747847+0.000820075j -0.01395-0.0026946j -0.00712863-0.00317312j 0.0129011-0.000746928j -0.00243093+0.0028572j -0.0110989+0.000696222j 0.0374186-0.000227715j -0.0429784-0.00240622j 0.0753999+0.000386154j 0.0167667+0.000499179j -0.00533815-0.00409552j 0.0660122-0.000731102j 0.0160524+0.00470369j -0.0398902+0.00422923j -0.0358355+0.00310669j 0.00559862-0.000316052j -0.0161364-0.00312991j 0.0135211+0.00186676j 0.0715811-0.0020644j 0.00434352-0.00366493j -0.0658786+1.37043e-14j 0.00353899-0.000639452j 0.000625738-0.00130544j 0.0705548-0.00269365j 0.0527846+0.00578753j 0.00706851-0.00159226j -0.0911004+0.00123065j -0.00351523+0.00248071j -0.0740639-0.00412612j 0.031459-0.00269061j -0.0129351+0.00227344j 0.0462987+0.00462439j 0.0101366+0.00148826j 0.000705031-0.00182672j -0.0142322-0.00185989j 0.0225641+0.00576244j -0.0174387-0.000287994j 0.00311714+0.00291698j 0.0871161-0.00199685j 0.0379115+0.0355964j 0.028784-0.0360238j 0.0181631+0.0235527j -0.0572205-0.126573j -0.0580492+0.000168616j 0.0231591+0.00226212j 0.0428767+0.000885713j 0.029381+0.00398766j -0.0103334+0.000396386j 0.0690385-0.00155519j -0.0158056-0.00343373j 0.102117-0.00277929j -0.0113045-0.00136826j 0.0336874-0.00175812j 0.0121811+0.0010933j 0.0412946+0.00114199j 0.0701055-0.000689516j 0.022448-0.00187837j -0.0820829+0.00125703j -0.209154-0.00675395j 0.0949575-0.00360544j 0.0341238+0.00154666j 0.38588-0.00706133j 0.0557924+0.00204519j -0.00150401+0.00243194j 0.0954353+0.00557344j 0.0582518+0.00032798j 0.0973114-0.00213028j -0.015448+0.00219903j 0.0432891-0.00151997j -0.0199095-0.000576411j -0.0486277-0.00103438j 0.110931+0.000349322j 0.0977811-0.00227776j 0.00930332+0.00222j 0.0816914+0.00301131j -0.0460678+0.00999336j 0.0757877+0.0016478j -0.0691313+0.0076103j -0.0293836+0.00550327j 0.112963+0.00388737j -0.0681821+0.00656978j 0.0179839+0.000475495j -0.0236141+0.00192345j 0.0197103-0.00060587j -0.00845347+0.00148817j -0.00443871-0.00342763j 0.0280675-0.00224118j 
0.0149367-0.000230501j -0.00571649-0.00235805j -0.0026997+0.00327876j 0.000187009-0.00025167j -0.00674915+0.00124827j 0.0125366-0.00246861j 0.0109913+0.00136659j -0.0104544+0.00176468j 0.0165924-0.00060142j -0.0290408+0.000293753j -0.0633527+0.000186261j 0.00760038+0.00255891j -0.00509136-0.00262702j -0.0069709-0.00097159j 0.0136611-0.00215704j 0.049159+0.00139124j -0.0346685+0.00170874j 0.00219422-0.00376449j -0.0133218+4.01655e-05j 0.0170589-0.000268356j -0.0538039-0.00237975j 0.0180156+0.00215601j 0.0129133-0.00247096j -0.010368+0.00015558j -0.00210123+0.00123615j 0.00353899+0.000639452j -0.00170985-3.63208e-17j -0.033342-0.00145193j -0.0422269-0.00139643j 0.018406-0.00043358j -0.0124932-0.0006519j 0.0295634+1.5672e-05j -0.008096-5.41583e-05j 0.0850309+0.000789214j -0.0126853+0.000483857j 0.0727663+0.000568109j -0.0460075-0.00082372j 0.0200393+0.0011009j -0.00317791-0.00169287j -0.0140878+0.00121723j -0.0458364-0.000444077j 0.00996397-0.000864476j -0.0825199+3.90143e-05j -0.0770712+0.00391022j 0.0294377+0.0215629j -0.0467839-0.00454989j -0.00506372+0.0680148j 0.00109741-0.0229043j -0.0550415-0.0032307j 0.0293153+0.00125166j 0.0657186-0.00208409j -0.0644756+0.00439775j 0.0491862-0.000208699j -0.0528583+0.00366424j 0.0700142-0.00101436j 0.0338193-0.00556145j -0.0639679+0.00280258j 0.0550604+0.00250814j -0.0515156-0.000508607j 0.0528963+0.00257919j -0.044583+0.000270923j 0.120182-0.000189909j 0.12727-0.00364347j -0.0867964-0.00534506j 0.0765812+0.000481069j -0.651681+0.00127867j -0.0341238-0.00154666j 0.0764868+0.00446124j 0.033469+0.00046289j -0.0507828-0.00334223j -0.0097557+0.000337188j 0.0190583-0.00162985j -0.0691665-0.00340745j -0.114551-0.00514053j -0.0337822-0.00374078j -0.0837775-0.00513083j -0.0290221+0.00024364j -0.0794467+0.00648541j -0.0545161+0.00550376j 0.037379-0.000297172j -0.163419-0.00177497j 0.054795+0.00206657j -0.115243-0.00116808j 0.00818145-0.00130038j -0.0445807+0.00615881j 0.0124568-0.00328161j 0.0785779-0.00652753j 0.0162495+0.00898185j -0.0377055+0.00576653j -0.0460768-0.00052698j -0.00992762+0.00555809j -0.0157987+0.000814973j 
-0.00344375-0.00040992j 0.00375245+0.000917376j -0.0049982-0.00127103j -0.0157403-0.000128656j -0.0117021+0.00133122j -0.0121691-0.000761718j -0.00258491-0.000708552j -0.00254683+0.00037958j 0.00614973+0.00130047j -0.0119526-0.000307161j -0.00679863-0.000417419j 0.00173427+0.000445869j 0.0299169+0.000358536j -0.00757351+0.000368338j 0.0166122-0.00149851j -0.0147071+0.00166095j -0.0429168+0.00149422j -0.0379397+0.000341932j 0.00747086-0.00384127j -0.00339172-0.000899559j 0.0430452-0.000772174j 0.017566-0.000617876j -0.0168098+0.0011698j -0.0116541+0.00192761j 0.0384482-0.00170756j 0.000625738+0.00130544j -0.033342+0.00145193j 0.0566412+2.32822e-15j 0.00230001+0.00526314j -0.0175915+0.0013528j 0.0477993-0.00215553j -0.0497003+0.00268152j 4.48873e-05+0.00238392j 0.0883327+9.84093e-05j 0.0536777+0.00146673j -0.0370105-0.00321035j -0.0233798+0.00133045j 0.0272295-0.00121179j -0.0410836+0.00157988j -0.0719647+0.000858216j 0.00894152+0.000664829j 0.0764584-0.00644829j 0.10471+0.00247469j 0.0163476+0.00227525j 0.0446771+0.0114763j -0.0360869-0.0154082j 0.00314768+0.0106887j 0.0048443-0.0419626j 0.0215544+0.000237144j 0.0541253+0.00215833j -0.134714+0.00485487j -0.121267+0.0020872j -0.0451621+0.00458464j -0.131378-0.00423673j -0.0441948-0.00113369j 0.0857384+0.00234451j 0.0247169-0.00101618j -0.00676966-0.00175381j -0.0385403-0.00123399j 0.0404457+0.00203878j -0.0773533-0.0052273j -0.0333633-0.00319003j -0.0170507-0.000602573j -0.121073-0.000975243j -0.516465+0.00363164j 0.0765812+0.000481069j -0.0949575+0.00360544j -0.0155713-0.00160808j 0.00961236-0.00182335j -0.0517038-0.0033205j -0.00655592+0.00411799j -0.0905912+0.00468108j -0.191578-0.00658351j 0.0564221+0.00242163j 0.0877431+0.00222004j -0.0628322-0.0057152j -0.0958039+0.00378302j -0.0271452+0.00264519j 0.0170995+0.00293385j -0.0203177+0.00412032j 0.0733609-0.000212109j 0.0092915-0.00381738j -0.081308-2.41713e-05j -0.0363725-0.00619191j -0.0190709+0.000661197j -0.0528572+0.00955981j -0.103617+0.000645524j 0.0124846-0.00260483j -0.0111241+0.00698971j -0.0222578+0.0012379j -0.0104908-0.00174013j 0.00796526-0.00133486j 
0.00653137+0.00345449j 0.0235607-0.000230667j -0.0221251-0.000515586j -0.0235925+0.000282592j -0.00379931+0.00064813j 0.0349732+0.00147222j -0.0285773+0.00101927j 0.00915214-0.000429252j 0.0255708+0.00104781j -0.0372888-0.00326089j -0.0140083-0.000582984j -0.0222827+0.000331056j 0.0222708-0.00351874j -0.0181419-1.25765e-05j -0.044095-0.00140199j 0.0174257+0.00153466j -0.0422806-0.00272035j -0.00715032-0.000679434j -0.0164618-0.00455624j -0.0385055-5.25363e-05j -0.0259987-0.00427141j 0.00297194+0.00121935j 0.0116089-0.0042261j -0.0672539+0.000580322j -0.0455977+0.000294049j 0.0705548+0.00269365j -0.0422269+0.00139643j 0.00230001-0.00526314j 0.105029-8.39172e-17j -0.0178583+0.00130818j 0.0180889+0.000978482j 0.0724776+0.000203678j 0.0993678-0.00254361j -0.0159833+0.00105888j -0.0417752+0.000258889j 0.0559799-0.000323833j -0.0592601-0.00209563j 0.0413161-0.00075158j -0.0119372+0.00212716j -0.0454393-8.51081e-05j -0.0822128-0.00185664j 0.0290332+0.000966931j -0.0718491-0.000524638j 0.0126447+0.00431415j 0.0776955+0.0154242j 0.0435662-0.0113598j -0.0141238+0.0298376j -0.024421-0.04042j 0.0103462-0.00227038j 0.00215493-0.00170806j 0.103315-0.00224681j -0.0484321-0.000552925j -0.0239836+0.00116011j -0.0150659+0.00249131j 0.0463657+0.00230611j 0.00592976-0.0039977j -0.0218882+0.00234426j 0.014429+0.000687645j -0.0460853+0.00235133j -0.00705393+0.00186888j -0.0319923+0.00194554j 0.0109854+0.000451038j -0.0751282-0.00268572j 0.512792+0.00376385j 0.121073+0.000975243j 0.0867964+0.00534506j -0.209154-0.00675395j 0.0335076-0.00313211j -0.0794978+0.00172427j 0.0612932-0.000508602j -0.0273624+0.0004327j -0.0892059+0.00331643j 0.0291075-0.00237657j 0.0263255+0.00246116j -0.114208+0.0023001j 0.0923082+0.00802026j 0.0104282-0.00216114j -0.0601984-0.00352413j -0.00908364+0.00130308j 0.0654769-0.001644j 0.102125-0.00668973j -0.0544174+0.00501011j 0.0494313-0.00447305j -0.0705154+0.000911715j -0.0420996-0.00515578j 0.0687234-0.00569519j 0.0150664+0.003132j 0.0217042+0.000357338j -0.0243679-0.00397809j 0.0548824-0.00504523j -0.0338124+0.000868525j 0.00922064-0.00542121j 
0.00514684-0.000463396j -0.00579279-0.00133825j 0.00565559+0.000260866j 0.0145806-0.000121888j 0.00231959-0.00338996j 0.00545495-0.000222166j 0.0283618+0.00192444j -0.00344661+0.00350248j -0.0292789-0.000455564j -0.00452009+0.00251902j -0.00183779-0.00206476j 0.01025-0.00156976j 0.0060647+0.00246861j -0.00526935+0.000165395j -0.0282642-0.00139707j -0.02213+0.000110806j 0.0583894+0.000590137j 0.0159379-0.000834678j 0.0303386+0.00337812j -0.014832-0.00157432j -0.0153079-0.00155244j 0.0431863-0.00167045j -0.0290587+0.00250965j -0.00855936+0.0020522j 0.0160932+0.000354747j 0.0527846-0.00578753j 0.018406+0.00043358j -0.0175915-0.0013528j -0.0178583-0.00130818j 0.00542571-4.28368e-16j -0.00149496+0.00150462j 0.0634816+0.0011975j -0.0260565-0.000835261j 0.0573562-0.00067012j 0.0303056-0.0029657j -0.00170218-0.00189462j -0.0162746+0.000354298j -0.0204377-0.00585852j 0.0287414+0.00350199j -0.00769991-0.00476442j -0.0804433+0.00223698j -0.089422+0.00355796j 0.012108-0.00184019j 0.0491263-6.62549e-05j 0.0509205-0.0494493j -0.00577327+0.0233982j -0.019968-0.0911007j 0.0701892+0.100589j -0.0539564-0.00347019j 0.0363825+0.00222919j -0.0121837+0.00213604j -0.0496922-0.00305269j 0.0442115+0.000893059j 0.0581929+0.00198483j -0.147332+0.00319908j -0.0292178-0.00126967j 0.0212545+0.000775735j -0.0813126-0.00237488j -0.0335398+0.002009j 0.157491-0.00236333j 0.166734-0.000207184j -0.105944+0.00114119j 0.321339-0.00143024j -0.0751282-0.00268572j 0.0170507+0.000602573j -0.12727+0.00364347j -0.0820829+0.00125703j -0.0630256-0.00265878j -0.0577838-0.00285377j -0.0374593+0.00079621j 0.0319876-0.00109655j 0.0271028+0.000322601j -0.0213637+0.000664156j -0.0823011-0.00056993j 0.00793491+0.00206729j 0.0540738-0.00166141j -0.0463683-0.00661191j -0.0448809+0.00244183j 0.000248815-0.0015689j 0.00340928+0.00512763j 0.0343107-0.00426784j -0.0223776+0.00214307j -0.0443038+0.00373385j 0.0858598+0.000538502j -0.0189284+0.000949504j 0.0151591-0.00518161j 0.0453105-0.00248603j -0.00389398+0.00331779j 0.015855+0.0025097j -0.0196034+0.00223567j -0.00153369+0.00264667j -0.0126103+0.0010901j 
0.00239753+0.000926865j 0.00571869+0.000204561j -0.0027217-0.000706713j -0.000823713+0.000415735j -0.00277967+0.000479887j -0.0113979+0.00315237j -0.0252282-0.0026451j 0.01829-0.00235023j 0.0195769-0.000522648j -0.00117168-0.00331054j 0.0167025+0.00131159j 0.00310541+0.000933812j 0.0169141-0.000826239j -0.0269288+0.000182055j 0.0196309+0.00104635j -0.0192435+4.95077e-05j -0.00533937+0.00405067j 0.0133677+0.00207669j -0.0176905-0.00206063j 0.00258102-0.00103404j 0.0553006-0.001383j 0.00285075+0.000768016j 0.014074+0.00143192j 0.0237539-0.00140989j 0.00123967-0.000523871j 0.00706851+0.00159226j -0.0124932+0.0006519j 0.0477993+0.00215553j 0.0180889-0.000978482j -0.00149496-0.00150462j -0.0354523-1.27068e-16j -0.0284417+0.00281463j 0.0427089-0.000360701j -0.00502348+0.00344719j 0.020915-0.000496149j -0.0156641-0.000818888j 0.00106055+0.000728622j 0.0207626+0.000392393j 0.00996031+0.000779415j 0.0225554+0.00113445j 0.0705923+0.00134826j -0.0233904-0.00434099j 0.095765+0.00259811j 0.0143475-0.000587868j 0.0155887+0.0212786j 0.000795833+0.00283025j -0.012215+0.0879299j -0.0227431-0.00818505j 0.0674316-9.98962e-05j -0.0558306+0.00172561j -0.0796064-0.00143308j 0.0106336+0.00182997j 0.017087+0.0030044j -0.0897598+0.00147941j -0.0770481-0.000289855j -0.0833903+0.000601794j 0.0316157+0.000565396j -0.0713792+0.0013725j -0.0397485+0.000879379j 0.0471609+0.00132687j 0.0268904+0.00352252j 0.769111-0.00252528j -0.105944+0.00114119j 0.0109854+0.000451038j 0.0333633+0.00319003j -0.120182+0.000189909j 0.022448-0.00187837j -0.0683208-0.000569737j 0.00328018-0.00332231j 0.0589951+0.00279584j -0.0302503+0.00265797j 0.00479555+0.000723041j 0.0632014-0.00376554j 0.0294863-0.0003889j 0.0398874-0.00278991j 0.103869+0.00174968j 0.0230452+0.0102304j -0.0303575-0.00239693j 0.0434252-0.00150461j 0.000799361-0.00317405j -0.0867248-0.000212381j -0.13465+3.95402e-05j -0.0616183-0.00161198j -0.0987082+0.00531182j 0.00118308+0.000999921j 0.0384422-0.000735814j -0.0179119+0.00732004j -0.027422-0.001146j 0.00208457-0.00421585j 0.0248855-0.000636828j -0.00337391-0.000587563j 0.000704218-0.00136352j 
0.00484125+0.000285059j 0.00509064+0.000188392j -0.0077013-0.00268503j -0.00895348-0.000432294j -0.0169235+0.00203762j -0.018293-0.00357361j -0.0229619-0.00491203j 0.0180945-0.0031517j 0.0431914+0.000829251j -0.00888383-0.000839499j -0.00609127-0.00105322j 0.00462714+0.00545813j 0.0122227-0.000767493j 0.0205928+0.00038021j 0.0181506+0.00215503j 0.0189722+0.000417492j -0.0412665-0.00195841j -0.0341321+0.000815506j -0.0523467+0.000698729j 0.0431225-0.00116293j 0.0130705+0.00392911j -0.0551757+0.00106524j -0.0103193-0.000646163j -0.0193074-0.000140811j -0.0338818-0.00342156j -0.0911004-0.00123065j 0.0295634-1.5672e-05j -0.0497003-0.00268152j 0.0724776-0.000203678j 0.0634816-0.0011975j -0.0284417-0.00281463j -0.0704137-9.93563e-16j 0.0165014+0.00480461j 0.0318793-0.00254831j 0.00217667+0.00114496j 0.0477669-0.00196482j 0.0180288+0.00509297j 0.00933141+0.0011068j 0.054849-0.000692556j -0.0276432+0.00157528j 0.0388493+0.00554197j -0.0131212-0.000108281j -0.118514+0.00465075j -0.016356+0.00117176j -0.0973229+0.0244623j -0.0864675-0.00867679j 0.0242146+0.0711101j -0.0280133-0.025398j -0.0475054-0.00152137j -0.0627118-0.00110328j 0.076628-0.000862497j 0.0739907+0.00340999j -0.00354205+0.00231797j 0.084974+7.38041e-05j 0.0396017-0.00386616j -0.0720014-0.000746387j 0.0300121+0.00171878j -0.0782946-0.00208391j -0.0582923+0.0012968j 0.0521546-0.00420984j -0.459927+0.00495453j -0.0268904-0.00352252j -0.166734+0.000207184j 0.0319923-0.00194554j -0.0773533-0.0052273j -0.044583+0.000270923j -0.0701055+0.000689516j 0.0671788+0.00258437j 0.0366925+0.004193j -0.178153+0.0012093j 0.00985391+0.000986653j -0.0375992+0.000992772j -0.0118738+0.00214753j 0.12898-0.00529058j 0.115959+0.00139915j 0.0177527-0.00165164j -0.0194415+0.00320041j -0.0562067+0.00336645j -0.048138+0.000693374j -0.100069-0.00256537j -0.0254318+0.00227604j 0.0596965-0.00633282j 0.0318616-0.0035777j 0.0234989-0.00427604j -0.0305031-0.00734057j 0.0293701-0.000723679j -0.078254-0.00142922j 0.0282825-0.00569884j -0.0135515-0.00120055j 0.0142775-0.00516097j 0.0104231-0.000178781j -0.00926349+0.00210525j 
0.00187039+0.00197554j 0.0188244+0.00127591j -0.0105489-0.00451095j -0.0375726-0.00304776j -0.00181248+0.00263632j 0.0231113+0.000688741j -0.0605437-0.000719787j 0.00903799-0.00389851j 0.0356828-0.000249417j -0.0602233-0.00158908j 0.0673875+0.00175318j -0.0354064-9.40265e-05j -0.0129951-0.00196562j 0.0118802+0.00482388j -0.0381114+0.00543429j 0.00292486+0.00251153j -0.0469543-4.98708e-05j -0.0271569+0.000257526j -0.0590925-0.00212634j -0.0427403+0.000743532j -0.0074368+0.000694186j -0.0307507-0.00240521j -0.0398596-0.00284706j 0.000246812+0.0017272j -0.0213944-0.000636396j -0.00351523-0.00248071j -0.008096+5.41583e-05j 4.48873e-05-0.00238392j 0.0993678+0.00254361j -0.0260565+0.000835261j 0.0427089+0.000360701j 0.0165014-0.00480461j 0.0262001+3.96601e-16j 0.0199829-0.000359575j 0.0252695+0.00118974j -0.0170629+0.000111105j 0.04863+0.00207376j 0.0499742+0.000272898j 0.0205453+0.00028548j -0.094803-0.000938154j -0.011907+0.000270044j -0.0221494-0.00193103j 0.0172249-0.00313157j -0.0547137-0.00201412j -0.0667236-0.0242226j 0.100623+0.00158817j 0.0206732-0.0952197j -0.0258839-0.00351006j -0.0535635+0.000223562j 0.0870436+0.00133354j -0.0673639+0.000615058j 0.0556953+0.000135617j 0.015606-0.000352146j 0.0612414+0.000626835j 0.0437424-0.00190144j 0.0815483+0.00282539j 0.00852689-0.00700589j -0.00595803-0.00453517j 0.0148693-0.000338753j 0.657424-0.00118311j -0.0521546+0.00420984j 0.0471609+0.00132687j 0.157491-0.00236333j -0.00705393+0.00186888j -0.0404457-0.00203878j -0.0528963-0.00257919j 0.0412946+0.00114199j -0.0326983-0.00169764j 0.0308476+0.00313343j -0.011332-0.00497164j 0.101137+0.00093593j 0.00978349+0.000687271j -0.00340218+0.00375287j 0.0968941+0.00395832j -0.055425-3.95249e-05j 0.155247-0.00243216j 0.019794-0.0042223j -0.0449953+0.000959353j 0.0433423-0.00487318j -0.00248528+0.0034403j 0.0110858+0.00165207j -0.0083857-4.39586e-05j -0.0665535+0.00705779j 0.110795+0.00255016j 0.0346263-0.0105417j 0.0652364-0.000230715j -0.0462363+0.00229251j 0.0072796-0.0015557j -0.0225415-0.00447581j 0.0575408-0.00641212j -0.00860141-0.00154873j 0.00774516-0.00130928j 
-0.0115236+0.000250006j 0.00616447+0.00294652j -0.00655845-0.00162985j -0.0112727+0.00283584j -0.0144962+0.00258371j -0.0101707-0.000930241j 0.0069925+0.00128296j -0.005334-0.00289097j -0.0159335+0.00326326j 0.0443902+0.00412242j 0.0018708-0.000630635j -0.00282804-0.00127276j 0.0134869+0.00233287j 0.0132585-0.000511983j 0.0648103+0.0010622j -0.0135167-0.00089153j -0.0057386-0.000297721j -0.0291298-0.00410934j 0.0385792-0.000821366j 0.0273109-0.000811613j -0.00502966+0.000925673j 0.0296582-0.00102312j 0.0634445+0.00231804j -0.00448422-0.00689813j -0.0535559-0.00254579j -0.0740639+0.00412612j 0.0850309-0.000789214j 0.0883327-9.84093e-05j -0.0159833-0.00105888j 0.0573562+0.00067012j -0.00502348-0.00344719j 0.0318793+0.00254831j 0.0199829+0.000359575j 0.0565301-5.71841e-15j 0.00518273+0.000453202j 0.0206084-0.0014856j -0.0200586-0.0017018j -0.0146315+0.0042239j 0.0405286+0.00110773j -0.154848+0.000234514j 0.00955812-0.000655951j -0.125994-0.000542658j -0.013771+0.00275924j -0.103887-0.000311785j -0.0537438+0.0018823j 0.0445783-0.021358j 0.0351671-0.067378j -0.0326163-0.0667187j -0.0374198-0.00118921j -0.0542559-0.00241033j -0.00687701+0.00372813j -0.0991532+0.00353564j 0.0318931+0.00182921j -0.178752-0.000677651j 0.0493857+0.00197201j -0.112762-0.00432234j -0.0920094-0.00341186j -0.0306275-0.00485503j 0.601592+0.00117546j 0.0148693-0.000338753j 0.0582923-0.0012968j -0.0397485+0.000879379j -0.0335398+0.002009j -0.0460853+0.00235133j 0.0385403+0.00123399j 0.0515156+0.000508607j 0.0121811+0.0010933j -0.027782+0.00317648j 0.117764-0.00237804j -0.0112329-0.00382896j -0.00930548+0.00469122j 0.0146652+0.000401602j -0.00418971+0.00109788j -0.0199969+0.00176187j -0.0473879-0.00209296j 0.0741185-0.00372145j 0.067047+2.15445e-05j 0.0497444-0.00237681j 0.0136165-0.00821365j 0.0334275-0.00321335j -0.048472+0.0010471j -0.036855+0.00442009j 0.123683+0.00409698j 0.0419567-0.00760905j -0.041705+0.000814154j -0.0338189-0.000433779j -0.024478-0.00300847j 0.0145639-0.00747955j 0.0106454-0.00106406j 0.00819396-0.000403301j 0.00176839-0.00452117j 0.0114982-0.00118184j 
